Protocol,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Tot,Fwd IAT Std,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Std,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Seg Size Min,Active Std,Active Max,Active Min,Idle Std,Idle Min,Benign,Bot,Brute Force -Web,Brute Force -XSS,DDOS attack-HOIC,DDOS attack-LOIC-UDP,DoS attacks-GoldenEye,DoS attacks-Hulk,DoS attacks-SlowHTTPTest,DoS attacks-Slowloris,DoS attacks-SynFlood,FTP-BruteForce,Infilteration,SQL Injection,SSH-Bruteforce
6,0,8,8,8.0,0,0.0,0.0,4000000.0,2.0,0.0,0,0.0,0,0,0.0,0,0,1,0,0,0,500000.0,500000.0,4.6188021535,0,1,0,0,1,0,0,1,8.0,8.0,0.0,0,0,0,0,0,0,1,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,2666666.66666667,3.0,0.0,0,0.0,0,0,0.0,0,0,1,0,0,0,333333.333333333,333333.333333333,4.6188021535,0,1,0,0,1,0,0,1,8.0,8.0,0.0,0,0,0,0,0,0,1,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.2472383958,6401772.41176471,13578834.4880738,108830117,14678255.7632205,192,107806833,32394266.4806052,76809622,30997211,0,0,0,0,0.1378294767,0.0275658953,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2382498.01136549,7711229,4341868,20579186.3522287,6655858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.3433968593,6375401.58823529,13533385.1420578,108381814,14629732.8190714,285,107358917,32075918.5224336,76360558,30998359,0,0,0,0,0.1383995861,0.0276799172,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2290822.32429143,7774886,4535174,20630072.3939984,6655836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.6576986471,6290701.88235294,13427031.9676522,106941931,14518976.2281105,281,105919391,31055737.3854496,74919418,30999973,0,0,0,0,0.1402630355,0.0280526071,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2063305.76769719,7614579,4696624,20663795.026619,6655822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.417283864,6355285.70588235,13503184.6051564,108039855,14598550.0096324,234,107013163,31829207.5522641,76013230,30999933,0,0,0,0,0.1388376514,0.0277675303,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2129718.65079979,7678928,4667051,20636445.3708139,6675940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1509863.5,715686.107762684,3019727,715686.107762684,1003797,0,0.0,0,0,0,0,0,0,0.9934672903,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,180.7142857143,0,0.0,0.0,23.6859385355,6675901.8125,13872808.4331337,106814427,15061727.1654494,226,106814424,31689133.2344449,75814813,30999611,0,0,0,0,0.1310684346,0.0280860931,115.375204912,0,0,0,1,0,0,0,0,148.8235294118,180.7142857143,0.0,0,0,0,0,0,0,14,26883,0,32,1701394.37495029,6719140,4313005,20595455.0601039,6655901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.1354913607,39362903.3333333,68178544.1766286,118088708,0.0,118088708,118088707,0.0,118088707,118088707,1,0,0,0,0.0169364201,0.0169364201,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,3,3,0.0,118088705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.3709945672,6367873.17647059,13524327.9296274,108253836,14620340.2229074,301,107231172,31986679.5253275,76233584,30997588,0,0,0,0,0.1385632089,0.0277126418,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2110223.71684248,7646601,4662294,20631980.0194521,6655970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,180.7142857143,0,0.0,0.0,23.3898209219,6760419.4375,13979448.1782412,108166693,15172971.0676372,195,108166687,32647419.1935513,77168555,30998132,0,0,0,0,0.1294298391,0.0277349655,115.375204912,0,0,0,1,0,0,0,0,148.8235294118,180.7142857143,0.0,0,0,0,0,0,0,14,26883,0,32,1804824.29804801,6791647,4239240,20576270.040195,6655901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.1354913618,39362903.0,68178544.4653038,118088707,0.0,118088707,118088707,0.0,118088707,118088707,1,0,0,0,0.0169364202,0.0169364202,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,2,2,0.0,118088705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,180.7142857143,0,0.0,0.0,23.686022135,6675878.25,13872856.1873978,106814050,15061788.7681585,232,106814048,31690994.339493,75815941,30998107,0,0,0,0,0.1310688972,0.0280861923,115.375204912,0,0,0,1,0,0,0,0,148.8235294118,180.7142857143,0.0,0,0,0,0,0,0,14,26883,0,32,1702300.17873699,6719112,4311696,20595307.3657056,6655928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1520709.0,699184.356810133,3041418,699184.356810133,1026311,0,0.0,0,0,0,0,0,0,0.98638201,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1540226.0,725890.365721987,3080452,725890.365721987,1026944,0,0.0,0,0,0,0,0,0,0.9738830535,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,3.0,0.0,3,0.0,3,0,0.0,0,0,0,0,0,0,666666.666666667,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,-1,20,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,180.7142857143,0,0.0,0.0,23.5723339101,6708075.6875,13911763.28244,107329207,15102407.1674172,113,107329204,32055871.3380802,76331526,30997678,0,0,0,0,0.1304397924,0.0279513841,115.375204912,0,0,0,1,0,0,0,0,148.8235294118,180.7142857143,0.0,0,0,0,0,0,0,14,26883,0,32,1657082.82140046,6688619,4345150,20585075.7037089,6661659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.728699963,6271878.76470588,13405032.5246356,106621937,14496221.699326,249,105599385,30834072.1374697,74602674,30996711,0,0,0,0,0.1406839919,0.0281367984,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,1975025.6073864,7550502,4757394,20674587.1683148,6655980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,25.0,0.0,25,0.0,25,0,0.0,0,0,0,0,0,0,80000.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,-1,20,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.1600035873,33332586.0,57733729.0355574,99997756,0.0,99997756,99997756,0.0,99997756,99997756,1,0,0,0,0.0200004484,0.0200004484,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,2,2,0.0,99997754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,180.7142857143,0,0.0,0.0,23.4123528312,6753913.25,13971772.4320032,108062605,15165021.8654751,244,108062602,32576678.1098411,77066491,30996111,0,0,0,0,0.1295545216,0.0277616832,115.375204912,0,0,0,1,0,0,0,0,148.8235294118,180.7142857143,0.0,0,0,0,0,0,0,14,26883,0,32,1658470.16490515,6687056,4341625,20577100.4272967,6655993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1513826.0,710203.908888145,3027652,710203.908888145,1011636,0,0.0,0,0,0,0,0,0,0.99086685,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,4000000.0,2.0,0.0,0,0.0,0,0,0.0,0,0,1,0,0,0,500000.0,500000.0,4.6188021535,0,1,0,0,1,0,0,1,8.0,8.0,0.0,0,0,0,0,0,0,1,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.433352997,6350927.64705882,13511179.9091642,107965768,14607436.1072039,474,106942699,31779408.8500922,75942785,30999914,0,0,0,0,0.1389329229,0.0277865846,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2606297.30761103,7870734,4184873,20592554.348348,6655968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,4000000.0,2.0,0.0,0,0.0,0,0,0.0,0,0,1,0,0,0,500000.0,500000.0,4.6188021535,0,1,0,0,1,0,0,1,8.0,8.0,0.0,0,0,0,0,0,0,1,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.1521377045,35055960.3333333,60718702.6734017,105167880,0.0,105167880,105167880,0.0,105167880,105167880,1,0,0,0,0.0190172131,0.0190172131,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,1,1,0.0,105167879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,2666666.66666667,3.0,0.0,0,0.0,0,0,0.0,0,0,1,0,0,0,333333.333333333,333333.333333333,4.6188021535,0,1,0,0,1,0,0,1,8.0,8.0,0.0,0,0,0,0,0,0,1,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,158.125,0,0.0,0.0,22.9154822849,6133650.33333333,13175467.7603824,110405692,14181791.2692126,234,107329975,32055262.5191416,76331481,30998494,0,0,0,0,0.1449200461,0.0271725086,117.3960906728,0,0,0,1,0,0,0,0,133.1578947368,158.125,0.0,0,0,0,0,0,0,16,26883,0,32,3832497.54082765,9765134,4345164,20585033.1016489,6661679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.3502229896,6373537.82352941,13541383.2379137,108350140,14639064.5399493,300,107327151,32056400.9610593,76330874,30996277,0,0,0,0,0.1384400573,0.0276880115,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2428018.71751115,7742836,4309099,20585641.7479619,6655983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.3918282211,6362201.70588235,13517496.2570291,108157427,14613253.1911007,277,107134898,31917079.0048553,76136232,30998666,0,0,0,0,0.1386867286,0.0277373457,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,1973542.80446625,7550393,4759382,20633573.6035234,6656044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.147930835,36052884.6666667,62445424.537986,108158652,0.0,108158652,108158652,0.0,108158652,108158652,1,0,0,0,0.0184913544,0.0184913544,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,2,2,0.0,108158650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1556773.0,751309.440292081,3113546,751309.440292081,1025517,0,0.0,0,0,0,0,0,0,0.9635316132,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,49.2,0,0.0,0.0,2.2979068031,13381743.75,37027525.394571,107053948,52168623.0253161,92,107053946,60040194.7249601,105002988,366,0,0,0,0,0.0467054228,0.0373643383,72.2467992371,0,0,0,1,0,0,0,0,27.3333333333,49.2,0.0,0,0,0,0,0,0,5,26883,219,32,0.0,2050962,2050962,0.0,105002986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,4000000.0,2.0,0.0,0,0.0,0,0,0.0,0,0,1,0,0,0,500000.0,500000.0,4.6188021535,0,1,0,0,1,0,0,1,8.0,8.0,0.0,0,0,0,0,0,0,1,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.6367976769,6296264.47058824,13433468.9162485,107036493,14525625.2923238,228,106015440,31124942.6332311,75016378,30999062,0,0,0,0,0.1401391167,0.0280278233,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2198635.39901458,7709019,4599679,20660791.0963901,6655949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,8000000.0,1.0,0.0,0,0.0,0,0,0.0,0,0,1,0,0,0,1000000.0,1000000.0,4.6188021535,0,1,0,0,1,0,0,1,8.0,8.0,0.0,0,0,0,0,0,0,1,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1509758.5,715826.114905359,3019517,715826.114905359,1003593,0,0.0,0,0,0,0,0,0,0.9935363835,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1519409.5,702252.493133702,3038819,702252.493133702,1022842,0,0.0,0,0,0,0,0,0,0.9872256294,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.3917802079,6362214.76470588,13517494.3851571,108157635,14613252.3393472,306,107134840,31917776.2121416,76136696,30998144,0,0,0,0,0.1386864439,0.0277372888,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,1974092.22643523,7550714,4758926,20633488.8951462,6655956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1539707.0,719174.265514277,3079414,719174.265514277,1031174,0,0.0,0,0,0,0,0,0,0.9742113272,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1523928.5,695945.100645518,3047857,695945.100645518,1031821,0,0.0,0,0,0,0,0,0,0.9842981478,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,0,4.0,0,0.0,0.0,0.0978126392,40894510.5,57833567.1330683,81789021,0.0,81789021,0,0.0,0,0,1,0,0,0,0.0244531598,0.0122265799,4.6188021535,0,1,0,0,1,0,0,0,5.3333333333,4.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.6854283032,6283337.05882353,13420691.6988797,106816729,14512998.1692092,321,105794024,30968771.0295383,74795240,30998784,0,0,0,0,0.1404274405,0.0280854881,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2204918.04276542,7710734,4592509,20677508.086309,6655885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,516,238,238,238.0,0,258.0,364.8670990923,2712230.21582734,139.0,183.8477631085,0,0.0,0,9,0.0,9,9,1,0,0,0,3597.1223021583,7194.2446043166,210.9723520591,0,1,0,0,1,1,0,2,330.6666666667,238.0,258.0,0,0,0,0,0,0,1,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,800000.0,10.0,0.0,0,0.0,0,0,0.0,0,0,1,0,0,0,100000.0,100000.0,4.6188021535,0,1,0,0,1,0,0,1,8.0,8.0,0.0,0,0,0,0,0,0,1,211,219,32,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.629393602,6298237.35294118,13435473.22009,107070033,14527670.6518043,235,106047062,31146997.2937363,75047784,30999278,0,0,0,0,0.140095219,0.0280190438,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2244952.30739586,7742935,4568093,20659743.3714573,6655870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.1522585583,35028135.0,60670506.05028,105084403,0.0,105084403,105084403,0.0,105084403,105084403,1,0,0,0,0.0190323198,0.0190323198,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,2,2,0.0,105084401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.2847091239,6391470.41176471,13562511.3018872,108654977,14661109.5006251,282,107634212,32268726.0355665,76634541,30999671,0,0,0,0,0.1380516351,0.027610327,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2493845.40909215,7796309,4269479,20580083.3890012,6654825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,180.7142857143,0,0.0,0.0,23.3916526065,6759890.0625,13979003.4655215,108158239,15172529.6016357,152,108158237,32642172.4612349,77160620,30997617,0,0,0,0,0.1294399749,0.0277371375,115.375204912,0,0,0,1,0,0,0,0,148.8235294118,180.7142857143,0.0,0,0,0,0,0,0,14,26883,0,32,1793145.72244994,6783046,4247155,20576397.0340538,6655955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.1583220522,33686610.6666667,58346917.7453567,101059830,0.0,101059830,101059830,0.0,101059830,101059830,1,0,0,0,0.0197902565,0.0197902565,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,2,2,0.0,101059828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.1600016304,33332993.6666667,57734436.0009621,99998980,0.0,99998980,99998979,0.0,99998979,99998979,1,0,0,0,0.0200002038,0.0200002038,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,2,2,0.0,99998978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0,0.0,0,0.0,0.0,0.0,1513868.0,710233.607372954,3027736,710233.607372954,1011657,0,0.0,0,0,0,0,0,0,0.9908393598,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,26883,-1,40,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.531107799,6324544.11764706,13468520.8066283,107517248,14562087.1490305,264,106494816,31463362.5244934,75495365,30999451,0,0,0,0,0.1395124968,0.0279024994,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2153643.60874124,7678088,4632376,20647223.091301,6655907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.1583982531,33670405.0,58318848.7073195,101011213,0.0,101011213,101011213,0.0,101011213,101011213,1,0,0,0,0.0197997816,0.0197997816,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,2,2,0.0,101011211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,230,0,168.6666666667,0,0.0,0.0,23.7215046597,6273781.17647059,13406915.8095894,106654278,14498131.5450592,393,105631377,30854196.3964623,74632900,30998477,0,0,0,0,0.140641332,0.0281282664,116.6691729054,0,0,0,1,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,26883,0,32,2019413.5284686,7582871,4726989,20673452.0051832,6655866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,8,8,8.0,0,0.0,0.0,0.1599761731,33338298.0,57743622.5097703,100014893,0.0,100014893,100014891,0.0,100014891,100014891,1,0,0,0,0.0199970216,0.0199970216,4.38178046,0,1,0,0,1,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,211,219,32,0.0,3,3,0.0,100014890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,0,238,0,170.0,0,0.0,0.0,22.0601548538,6742926.375,13959395.9110354,107886809,15152273.6032298,125,107886813,32450433.3864484,76889328,30997485,0,0,0,0,0.1297656168,0.0278069179,120.7990823668,0,0,0,1,0,0,0,0,140.0,170.0,0.0,0,0,0,0,0,0,14,26883,0,32,1748129.89054604,6751215,4278986,20586348.4583299,6655910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
